Audiofile,start,end,class
S01_U04.CH4.wav,3449.08,3451.0399375,background
S01_U04.CH4.wav,3450.88,3451.0799375,foreground
S01_U04.CH4.wav,3450.92,3453.9999375,background
S01_U04.CH4.wav,3453.84,3454.0799375,foreground
S01_U04.CH4.wav,3453.92,3456.5599375,background
S01_U04.CH4.wav,3456.4,3456.6399375,foreground
S01_U04.CH4.wav,3456.48,3457.1999375,background
S01_U04.CH4.wav,3457.04,3457.5199375,foreground
S01_U04.CH4.wav,3457.36,3457.8799375,background
S01_U04.CH4.wav,3457.72,3457.9599375,foreground
S01_U04.CH4.wav,3457.8,3468.9599375,background
S01_U04.CH4.wav,3468.8,3469.0799375,foreground
S01_U04.CH4.wav,3468.92,3478.3999375,background
S01_U04.CH4.wav,3478.24,3478.4399375,foreground
S01_U04.CH4.wav,3478.28,3478.6399375,background
S01_U04.CH4.wav,3478.48,3478.9199375,foreground
S01_U04.CH4.wav,3478.76,3484.1999375,background
S01_U04.CH4.wav,3484.04,3484.3599375,foreground
S01_U04.CH4.wav,3484.2,3485.3599375,background
S01_U04.CH4.wav,3485.2,3485.5599375,foreground
S01_U04.CH4.wav,3485.4,3485.9999375,background
S01_U04.CH4.wav,3485.84,3486.0399375,foreground
S01_U04.CH4.wav,3485.88,3486.2799375,background
S01_U04.CH4.wav,3486.12,3486.3599375,foreground
S01_U04.CH4.wav,3486.2,3486.4799375,background
S01_U04.CH4.wav,3486.32,3486.5199375,foreground
S01_U04.CH4.wav,3486.36,3486.7999375,background
S01_U04.CH4.wav,3486.64,3487.0399375,foreground
S01_U04.CH4.wav,3486.88,3490.7199375,background
S01_U04.CH4.wav,3490.56,3490.7599375,foreground
S01_U04.CH4.wav,3490.6,3490.9599375,background
S01_U04.CH4.wav,3490.8,3491.0799375,foreground
S01_U04.CH4.wav,3490.92,3492.4799375,background
S01_U04.CH4.wav,3492.32,3492.5199375,foreground
S01_U04.CH4.wav,3492.36,3494.1599375,background
S01_U04.CH4.wav,3494,3494.3599375,foreground
S01_U04.CH4.wav,3494.2,3494.5999375,background
S01_U04.CH4.wav,3494.44,3494.7199375,foreground
S01_U04.CH4.wav,3494.56,3496.0799375,background
S01_U04.CH4.wav,3495.92,3496.1199375,foreground
S01_U04.CH4.wav,3495.96,3500.0799375,background
S01_U04.CH4.wav,3499.92,3500.3599375,foreground
S01_U04.CH4.wav,3500.2,3502.0799375,background
S01_U04.CH4.wav,3501.92,3502.1199375,foreground
S01_U04.CH4.wav,3501.96,3508.5199375,background
S01_U04.CH4.wav,3508.36,3508.6799375,foreground
S01_U04.CH4.wav,3508.52,3514.9199375,background
S01_U04.CH4.wav,3514.76,3514.9599375,foreground
S01_U04.CH4.wav,3514.8,3515.7199375,background
S01_U04.CH4.wav,3515.56,3515.9599375,foreground
S01_U04.CH4.wav,3515.8,3519.6799375,background
S01_U04.CH4.wav,3519.52,3519.8399375,foreground
S01_U04.CH4.wav,3519.68,3520.2399375,background
S01_U04.CH4.wav,3520.08,3520.5199375,foreground
S01_U04.CH4.wav,3520.36,3522.2799375,background
S01_U04.CH4.wav,3522.12,3522.3199375,foreground
S01_U04.CH4.wav,3522.16,3524.5999375,background
S01_U04.CH4.wav,3524.44,3524.6799375,foreground
S01_U04.CH4.wav,3524.52,3526.6799375,background
S01_U04.CH4.wav,3526.52,3526.7199375,foreground
S01_U04.CH4.wav,3526.56,3527.7999375,background
S01_U04.CH4.wav,3527.64,3527.8799375,foreground
S01_U04.CH4.wav,3527.72,3529.3199375,background
S01_U04.CH4.wav,3529.16,3529.5999375,foreground
S01_U04.CH4.wav,3529.44,3530.9599375,background
S01_U04.CH4.wav,3530.8,3531.0799375,foreground
S01_U04.CH4.wav,3530.92,3531.8799375,background
S01_U04.CH4.wav,3531.72,3532.1199375,foreground
S01_U04.CH4.wav,3531.96,3532.3599375,background
S01_U04.CH4.wav,3532.2,3532.3999375,foreground
S01_U04.CH4.wav,3532.24,3533.7599375,background
S01_U04.CH4.wav,3533.6,3533.9599375,foreground
S01_U04.CH4.wav,3533.8,3534.0799375,background
S01_U04.CH4.wav,3533.92,3534.2399375,foreground
S01_U04.CH4.wav,3534.08,3534.3599375,background
S01_U04.CH4.wav,3534.2,3534.5999375,foreground
S01_U04.CH4.wav,3534.44,3534.9199375,background
S01_U04.CH4.wav,3534.76,3535.1599375,foreground
S01_U04.CH4.wav,3535,3538.4799375,background
S01_U04.CH4.wav,3538.32,3538.5599375,foreground
S01_U04.CH4.wav,3538.4,3543.9199375,background
S01_U04.CH4.wav,3543.76,3543.9599375,foreground
S01_U04.CH4.wav,3543.8,3546.5199375,background
S01_U04.CH4.wav,3546.36,3546.7199375,foreground
S01_U04.CH4.wav,3546.56,3554.8799375,background
S01_U04.CH4.wav,3554.72,3554.9599375,foreground
S01_U04.CH4.wav,3554.8,3560.1199375,background
S01_U04.CH4.wav,3559.96,3560.1999375,foreground
S01_U04.CH4.wav,3560.04,3564.5599375,background
S01_U04.CH4.wav,3564.4,3564.5999375,foreground
S01_U04.CH4.wav,3564.44,3564.8799375,background
S01_U04.CH4.wav,3564.72,3564.9599375,foreground
S01_U04.CH4.wav,3564.8,3569.5199375,background
S01_U04.CH4.wav,3569.36,3569.7199375,foreground
S01_U04.CH4.wav,3569.56,3571.3599375,background
S01_U04.CH4.wav,3571.2,3571.4799375,foreground
S01_U04.CH4.wav,3571.32,3577.7999375,background
S01_U04.CH4.wav,3577.64,3577.8799375,foreground
S01_U04.CH4.wav,3577.72,3578.7999375,background
S01_U04.CH4.wav,3578.64,3578.8799375,foreground
S01_U04.CH4.wav,3578.72,3579.2799375,background
S01_U04.CH4.wav,3579.12,3579.3599375,foreground
S01_U04.CH4.wav,3579.2,3579.5599375,background
S01_U04.CH4.wav,3579.4,3579.5999375,foreground
S01_U04.CH4.wav,3579.44,3579.9599375,background
S01_U04.CH4.wav,3579.8,3580.1599375,foreground
S01_U04.CH4.wav,3580,3584.5199375,background
S01_U04.CH4.wav,3584.36,3584.5999375,foreground
S01_U04.CH4.wav,3584.44,3591.9599375,background
S01_U04.CH4.wav,3591.8,3592.3999375,foreground
S01_U04.CH4.wav,3592.24,3595.1999375,background
S01_U04.CH4.wav,3595.04,3595.3599375,foreground
S01_U04.CH4.wav,3595.2,3595.7599375,background
S01_U04.CH4.wav,3595.6,3595.8799375,foreground
S01_U04.CH4.wav,3595.72,3595.9199375,background
S01_U04.CH4.wav,3595.76,3595.9999375,foreground
S01_U04.CH4.wav,3595.84,3596.3599375,background
S01_U04.CH4.wav,3596.2,3596.5999375,foreground
S01_U04.CH4.wav,3596.44,3598.5999375,background
S01_U04.CH4.wav,3598.44,3598.6799375,foreground
S01_U04.CH4.wav,3598.52,3603.1599375,background
S01_U04.CH4.wav,3603,3603.3199375,foreground
S01_U04.CH4.wav,3603.16,3612.5999375,background
S01_U04.CH4.wav,3612.44,3612.8799375,foreground
S01_U04.CH4.wav,3612.72,3614.7599375,background
S01_U04.CH4.wav,3614.6,3614.7999375,foreground
S01_U04.CH4.wav,3614.64,3615.2399375,background
S01_U04.CH4.wav,3615.08,3615.3599375,foreground
S01_U04.CH4.wav,3615.2,3616.5199375,background
S01_U04.CH4.wav,3616.36,3616.5599375,foreground
S01_U04.CH4.wav,3616.4,3617.1199375,background
S01_U04.CH4.wav,3616.96,3617.2399375,foreground
S01_U04.CH4.wav,3617.08,3620.3199375,background
S01_U04.CH4.wav,3620.16,3620.3599375,foreground
S01_U04.CH4.wav,3620.2,3621.6399375,background
S01_U04.CH4.wav,3621.48,3621.9199375,foreground
S01_U04.CH4.wav,3621.76,3622.3999375,background
S01_U04.CH4.wav,3622.24,3622.7599375,foreground
S01_U04.CH4.wav,3622.6,3626.8399375,background
S01_U04.CH4.wav,3626.68,3627.1599375,foreground
S01_U04.CH4.wav,3627,3629.2399375,background
S01_U04.CH4.wav,3629.08,3629.4399375,foreground
S01_U04.CH4.wav,3629.28,3631.3999375,background
S01_U04.CH4.wav,3631.24,3631.4799375,foreground
S01_U04.CH4.wav,3631.32,3631.6399375,background
S01_U04.CH4.wav,3631.48,3631.9599375,foreground
S01_U04.CH4.wav,3631.8,3635.5999375,background
S01_U04.CH4.wav,3635.44,3635.9999375,foreground
S01_U04.CH4.wav,3635.84,3649.0399375,background
S01_U04.CH4.wav,3648.88,3649.4399375,foreground
S01_U04.CH4.wav,3649.28,3650.8399375,background
S01_U04.CH4.wav,3650.68,3650.8799375,foreground
S01_U04.CH4.wav,3650.72,3651.2799375,background
S01_U04.CH4.wav,3651.12,3651.3599375,foreground
S01_U04.CH4.wav,3651.2,3651.5599375,background
S01_U04.CH4.wav,3651.4,3651.7999375,foreground
S01_U04.CH4.wav,3651.64,3652.3199375,background
S01_U04.CH4.wav,3652.16,3652.4399375,foreground
S01_U04.CH4.wav,3652.28,3653.0799375,background
S01_U04.CH4.wav,3652.92,3653.2799375,foreground
S01_U04.CH4.wav,3653.12,3655.8399375,background
S01_U04.CH4.wav,3655.68,3655.9199375,foreground
S01_U04.CH4.wav,3655.76,3655.9599375,background
S01_U04.CH4.wav,3655.8,3655.9999375,foreground
S01_U04.CH4.wav,3655.84,3656.1199375,background
S01_U04.CH4.wav,3655.96,3656.1599375,foreground
S01_U04.CH4.wav,3656,3660.7599375,background
S01_U04.CH4.wav,3660.6,3660.9199375,foreground
S01_U04.CH4.wav,3660.76,3664.7999375,background
S01_U04.CH4.wav,3664.64,3664.9199375,foreground
S01_U04.CH4.wav,3664.76,3664.9599375,background
S01_U04.CH4.wav,3664.8,3665.1599375,foreground
S01_U04.CH4.wav,3665,3666.9999375,background
S01_U04.CH4.wav,3666.84,3667.1599375,foreground
S01_U04.CH4.wav,3667,3668.1199375,background
S01_U04.CH4.wav,3667.96,3668.1999375,foreground
S01_U04.CH4.wav,3668.04,3668.5599375,background
S01_U04.CH4.wav,3668.4,3668.5999375,foreground
S01_U04.CH4.wav,3668.44,3669.6399375,background
S01_U04.CH4.wav,3669.48,3669.7199375,foreground
S01_U04.CH4.wav,3669.56,3671.7599375,background
S01_U04.CH4.wav,3671.6,3671.8799375,foreground
S01_U04.CH4.wav,3671.72,3676.0399375,background
S01_U04.CH4.wav,3675.88,3676.0799375,foreground
S01_U04.CH4.wav,3675.92,3676.9599375,background
S01_U04.CH4.wav,3676.8,3677.0399375,foreground
S01_U04.CH4.wav,3676.88,3677.4399375,background
S01_U04.CH4.wav,3677.28,3677.6799375,foreground
S01_U04.CH4.wav,3677.52,3678.9999375,background
S01_U04.CH4.wav,3678.84,3679.0399375,foreground
S01_U04.CH4.wav,3678.88,3680.2799375,background
S01_U04.CH4.wav,3680.12,3680.3199375,foreground
S01_U04.CH4.wav,3680.16,3680.5999375,background
S01_U04.CH4.wav,3680.44,3680.7199375,foreground
S01_U04.CH4.wav,3680.56,3682.5999375,background
S01_U04.CH4.wav,3682.44,3682.7999375,foreground
S01_U04.CH4.wav,3682.64,3685.3199375,background
S01_U04.CH4.wav,3685.16,3685.3599375,foreground
S01_U04.CH4.wav,3685.2,3687.3599375,background
S01_U04.CH4.wav,3687.2,3687.4399375,foreground
S01_U04.CH4.wav,3687.28,3693.0799375,background
S01_U04.CH4.wav,3692.92,3693.2399375,foreground
S01_U04.CH4.wav,3693.08,3693.4399375,background
S01_U04.CH4.wav,3693.28,3693.6399375,foreground
S01_U04.CH4.wav,3693.48,3697.7599375,background
S01_U04.CH4.wav,3697.6,3697.8799375,foreground
S01_U04.CH4.wav,3697.72,3700.5199375,background
S01_U04.CH4.wav,3700.36,3700.5999375,foreground
S01_U04.CH4.wav,3700.44,3701.1199375,background
S01_U04.CH4.wav,3700.96,3701.1999375,foreground
S01_U04.CH4.wav,3701.04,3710.3599375,background
S01_U04.CH4.wav,3710.2,3710.5199375,foreground
S01_U04.CH4.wav,3710.36,3713.3999375,background
S01_U04.CH4.wav,3713.24,3713.5999375,foreground
S01_U04.CH4.wav,3713.44,3717.3599375,background
S01_U04.CH4.wav,3717.2,3717.4799375,foreground
S01_U04.CH4.wav,3717.32,3720.8399375,background
S01_U04.CH4.wav,3720.68,3720.8799375,foreground
S01_U04.CH4.wav,3720.72,3722.3599375,background
S01_U04.CH4.wav,3722.2,3722.6399375,foreground
S01_U04.CH4.wav,3722.48,3724.2799375,background
S01_U04.CH4.wav,3724.12,3724.3599375,foreground
S01_U04.CH4.wav,3724.2,3728.7599375,background
S01_U04.CH4.wav,3728.6,3728.9599375,foreground
S01_U04.CH4.wav,3728.8,3729.7599375,background
S01_U04.CH4.wav,3729.6,3729.8399375,foreground
S01_U04.CH4.wav,3729.68,3733.3199375,background
S01_U04.CH4.wav,3733.16,3733.3599375,foreground
S01_U04.CH4.wav,3733.2,3737.5999375,background
S01_U04.CH4.wav,3737.44,3737.9199375,foreground
S01_U04.CH4.wav,3737.76,3738.5999375,background
S01_U04.CH4.wav,3738.44,3739.3199375,foreground
S01_U04.CH4.wav,3739.16,3742.3599375,background
S01_U04.CH4.wav,3742.2,3742.5999375,foreground
S01_U04.CH4.wav,3742.44,3742.9199375,background
S01_U04.CH4.wav,3742.76,3743.1999375,foreground
S01_U04.CH4.wav,3743.04,3751.3999375,background
S01_U04.CH4.wav,3751.24,3751.7199375,foreground
S01_U04.CH4.wav,3751.56,3768.4399375,background
S01_U04.CH4.wav,3768.28,3768.5599375,foreground
S01_U04.CH4.wav,3768.4,3770.9599375,background
S01_U04.CH4.wav,3770.8,3771.3199375,foreground
S01_U04.CH4.wav,3771.16,3788.1999375,background
S01_U04.CH4.wav,3788.04,3788.2399375,foreground
S01_U04.CH4.wav,3788.08,3793.1999375,background
S01_U04.CH4.wav,3793.04,3793.3599375,foreground
S01_U04.CH4.wav,3793.2,3794.3999375,background
S01_U04.CH4.wav,3794.24,3794.5199375,foreground
S01_U04.CH4.wav,3794.36,3795.8399375,background
S01_U04.CH4.wav,3795.68,3795.9599375,foreground
S01_U04.CH4.wav,3795.8,3804.2399375,background
S01_U04.CH4.wav,3804.08,3804.3599375,foreground
S01_U04.CH4.wav,3804.2,3806.0399375,background
S01_U04.CH4.wav,3805.88,3806.1199375,foreground
S01_U04.CH4.wav,3805.96,3807.8799375,background
S01_U04.CH4.wav,3807.72,3807.9999375,foreground
S01_U04.CH4.wav,3807.84,3808.0399375,background
S01_U04.CH4.wav,3807.88,3808.1199375,foreground
S01_U04.CH4.wav,3807.96,3809.1599375,background
S01_U04.CH4.wav,3809,3809.2399375,foreground
S01_U04.CH4.wav,3809.08,3811.1599375,background
S01_U04.CH4.wav,3811,3811.2799375,foreground
S01_U04.CH4.wav,3811.12,3811.9999375,background
S01_U04.CH4.wav,3811.84,3812.0799375,foreground
S01_U04.CH4.wav,3811.92,3816.0399375,background
S01_U04.CH4.wav,3815.88,3816.5599375,foreground
S01_U04.CH4.wav,3816.4,3817.8399375,background
S01_U04.CH4.wav,3817.68,3817.8799375,foreground
S01_U04.CH4.wav,3817.72,3827.3999375,background
S01_U04.CH4.wav,3827.24,3827.4399375,foreground
S01_U04.CH4.wav,3827.28,3829.1599375,background
S01_U04.CH4.wav,3829,3829.2799375,foreground
S01_U04.CH4.wav,3829.12,3829.7199375,background
S01_U04.CH4.wav,3829.56,3829.7599375,foreground
S01_U04.CH4.wav,3829.6,3832.8799375,background
S01_U04.CH4.wav,3832.72,3832.9199375,foreground
S01_U04.CH4.wav,3832.76,3833.9199375,background
S01_U04.CH4.wav,3833.76,3833.9599375,foreground
S01_U04.CH4.wav,3833.8,3834.6799375,background
S01_U04.CH4.wav,3834.52,3834.7199375,foreground
S01_U04.CH4.wav,3834.56,3834.7999375,background
S01_U04.CH4.wav,3834.64,3834.8799375,foreground
S01_U04.CH4.wav,3834.72,3835.9199375,background
S01_U04.CH4.wav,3835.76,3835.9999375,foreground
S01_U04.CH4.wav,3835.84,3836.4399375,background
S01_U04.CH4.wav,3836.28,3836.6799375,foreground
S01_U04.CH4.wav,3836.52,3839.1199375,background
S01_U04.CH4.wav,3838.96,3839.1599375,foreground
S01_U04.CH4.wav,3839,3839.5199375,background
S01_U04.CH4.wav,3839.36,3839.7599375,foreground
S01_U04.CH4.wav,3839.6,3845.6799375,background
S01_U04.CH4.wav,3845.52,3845.9599375,foreground
S01_U04.CH4.wav,3845.8,3846.2799375,background
S01_U04.CH4.wav,3846.12,3846.6399375,foreground
S01_U04.CH4.wav,3846.48,3846.9599375,background
S01_U04.CH4.wav,3846.8,3847.0799375,foreground
S01_U04.CH4.wav,3846.92,3849.7599375,background
S01_U04.CH4.wav,3849.6,3849.8799375,foreground
S01_U04.CH4.wav,3849.72,3858.9999375,background
S01_U04.CH4.wav,3858.84,3859.2799375,foreground
S01_U04.CH4.wav,3859.12,3859.3999375,background
S01_U04.CH4.wav,3859.24,3859.5599375,foreground
S01_U04.CH4.wav,3859.4,3860.5199375,background
S01_U04.CH4.wav,3860.36,3860.6399375,foreground
S01_U04.CH4.wav,3860.48,3865.4799375,background
S01_U04.CH4.wav,3865.32,3865.7999375,foreground
S01_U04.CH4.wav,3865.64,3866.9199375,background
S01_U04.CH4.wav,3866.76,3867.0399375,foreground
S01_U04.CH4.wav,3866.88,3872.0399375,background
S01_U04.CH4.wav,3871.88,3872.4399375,foreground
S01_U04.CH4.wav,3872.28,3876.2799375,background
S01_U04.CH4.wav,3876.12,3876.3599375,foreground
S01_U04.CH4.wav,3876.2,3876.6799375,background
S01_U04.CH4.wav,3876.52,3876.7199375,foreground
S01_U04.CH4.wav,3876.56,3879.6799375,background
S01_U04.CH4.wav,3879.52,3879.7199375,foreground
S01_U04.CH4.wav,3879.56,3879.9599375,background
S01_U04.CH4.wav,3879.8,3880.0399375,foreground
S01_U04.CH4.wav,3879.88,3885.7999375,background
S01_U04.CH4.wav,3885.64,3885.8799375,foreground
S01_U04.CH4.wav,3885.72,3886.5999375,background
S01_U04.CH4.wav,3886.44,3886.7199375,foreground
S01_U04.CH4.wav,3886.56,3890.3599375,background
S01_U04.CH4.wav,3890.2,3890.7599375,foreground
S01_U04.CH4.wav,3890.6,3892.0399375,background
S01_U04.CH4.wav,3891.88,3892.1599375,foreground
S01_U04.CH4.wav,3892,3893.7999375,background
S01_U04.CH4.wav,3893.64,3893.9199375,foreground
S01_U04.CH4.wav,3893.76,3895.7999375,background
S01_U04.CH4.wav,3895.64,3895.8799375,foreground
S01_U04.CH4.wav,3895.72,3897.3999375,background
S01_U04.CH4.wav,3897.24,3897.4799375,foreground
S01_U04.CH4.wav,3897.32,3901.7999375,background
S01_U04.CH4.wav,3901.64,3901.9199375,foreground
S01_U04.CH4.wav,3901.76,3902.4799375,background
S01_U04.CH4.wav,3902.32,3902.6399375,foreground
S01_U04.CH4.wav,3902.48,3902.9599375,background
S01_U04.CH4.wav,3902.8,3903.3999375,foreground
S01_U04.CH4.wav,3903.24,3905.9599375,background
S01_U04.CH4.wav,3905.8,3906.0399375,foreground
S01_U04.CH4.wav,3905.88,3906.1599375,background
S01_U04.CH4.wav,3906,3906.2399375,foreground
S01_U04.CH4.wav,3906.08,3907.4399375,background
S01_U04.CH4.wav,3907.28,3907.4799375,foreground
S01_U04.CH4.wav,3907.32,3909.6399375,background
S01_U04.CH4.wav,3909.48,3909.7999375,foreground
S01_U04.CH4.wav,3909.64,3920.4399375,background
S01_U04.CH4.wav,3920.28,3920.4799375,foreground
S01_U04.CH4.wav,3920.32,3921.9999375,background
S01_U04.CH4.wav,3921.84,3922.0799375,foreground
S01_U04.CH4.wav,3921.92,3922.9199375,background
S01_U04.CH4.wav,3922.76,3922.9599375,foreground
S01_U04.CH4.wav,3922.8,3925.6399375,background
S01_U04.CH4.wav,3925.48,3925.7199375,foreground
S01_U04.CH4.wav,3925.56,3931.9999375,background
S01_U04.CH4.wav,3931.84,3932.0799375,foreground
S01_U04.CH4.wav,3931.92,3937.9999375,background
S01_U04.CH4.wav,3937.84,3938.1599375,foreground
S01_U04.CH4.wav,3938,3943.8799375,background
S01_U04.CH4.wav,3943.72,3944.0799375,foreground
S01_U04.CH4.wav,3943.92,3944.6799375,background
S01_U04.CH4.wav,3944.52,3944.7599375,foreground
S01_U04.CH4.wav,3944.6,3944.9999375,background
S01_U04.CH4.wav,3944.84,3945.1999375,foreground
S01_U04.CH4.wav,3945.04,3948.0799375,background
S01_U04.CH4.wav,3947.92,3948.1599375,foreground
S01_U04.CH4.wav,3948,3952.8799375,background
S01_U04.CH4.wav,3952.72,3953.1199375,foreground
S01_U04.CH4.wav,3952.96,3956.7199375,background
S01_U04.CH4.wav,3956.56,3956.7999375,foreground
S01_U04.CH4.wav,3956.64,3958.2799375,background
S01_U04.CH4.wav,3958.12,3958.7199375,foreground
S01_U04.CH4.wav,3958.56,3959.9599375,background
S01_U04.CH4.wav,3959.8,3960.0399375,foreground
S01_U04.CH4.wav,3959.88,3960.0799375,background
S01_U04.CH4.wav,3959.92,3960.2399375,foreground
S01_U04.CH4.wav,3960.08,3962.5199375,background
S01_U04.CH4.wav,3962.36,3962.6399375,foreground
S01_U04.CH4.wav,3962.48,3963.3599375,background
S01_U04.CH4.wav,3963.2,3963.5599375,foreground
S01_U04.CH4.wav,3963.4,3964.5999375,background
S01_U04.CH4.wav,3964.44,3964.9999375,foreground
S01_U04.CH4.wav,3964.84,3965.2399375,background
S01_U04.CH4.wav,3965.08,3965.3599375,foreground
S01_U04.CH4.wav,3965.2,3967.0799375,background
S01_U04.CH4.wav,3966.92,3967.5999375,foreground
S01_U04.CH4.wav,3967.44,3967.7999375,background
S01_U04.CH4.wav,3967.64,3967.9999375,foreground
S01_U04.CH4.wav,3967.84,3968.3999375,background
S01_U04.CH4.wav,3968.24,3968.4399375,foreground
S01_U04.CH4.wav,3968.28,3968.9999375,background
S01_U04.CH4.wav,3968.84,3969.1599375,foreground
S01_U04.CH4.wav,3969,3970.9199375,background
S01_U04.CH4.wav,3970.76,3971.0799375,foreground
S01_U04.CH4.wav,3970.92,3971.5199375,background
S01_U04.CH4.wav,3971.36,3971.5599375,foreground
S01_U04.CH4.wav,3971.4,3972.7599375,background
S01_U04.CH4.wav,3972.6,3972.9599375,foreground
S01_U04.CH4.wav,3972.8,3973.4399375,background
S01_U04.CH4.wav,3973.28,3973.7599375,foreground
S01_U04.CH4.wav,3973.6,3976.1999375,background
S01_U04.CH4.wav,3976.04,3976.3599375,foreground
S01_U04.CH4.wav,3976.2,3977.9199375,background
S01_U04.CH4.wav,3977.76,3978.1199375,foreground
S01_U04.CH4.wav,3977.96,3978.6799375,background
S01_U04.CH4.wav,3978.52,3978.9199375,foreground
S01_U04.CH4.wav,3978.76,3979.6799375,background
S01_U04.CH4.wav,3979.52,3979.8399375,foreground
S01_U04.CH4.wav,3979.68,3980.1599375,background
S01_U04.CH4.wav,3980,3980.1999375,foreground
S01_U04.CH4.wav,3980.04,3982.3999375,background
S01_U04.CH4.wav,3982.24,3982.5599375,foreground
S01_U04.CH4.wav,3982.4,3983.3599375,background
S01_U04.CH4.wav,3983.2,3983.3999375,foreground
S01_U04.CH4.wav,3983.24,3984.3999375,background
S01_U04.CH4.wav,3984.24,3984.5599375,foreground
S01_U04.CH4.wav,3984.4,3985.7199375,background
S01_U04.CH4.wav,3985.56,3985.9199375,foreground
S01_U04.CH4.wav,3985.76,3986.3199375,background
S01_U04.CH4.wav,3986.16,3986.3999375,foreground
S01_U04.CH4.wav,3986.24,3988.7599375,background
S01_U04.CH4.wav,3988.6,3988.7999375,foreground
S01_U04.CH4.wav,3988.64,3989.7599375,background
S01_U04.CH4.wav,3989.6,3989.8799375,foreground
S01_U04.CH4.wav,3989.72,3990.1999375,background
S01_U04.CH4.wav,3990.04,3990.4399375,foreground
S01_U04.CH4.wav,3990.28,3991.4799375,background
S01_U04.CH4.wav,3991.32,3991.5999375,foreground
S01_U04.CH4.wav,3991.44,3991.8799375,background
S01_U04.CH4.wav,3991.72,3992.0399375,foreground
S01_U04.CH4.wav,3991.88,3995.1999375,background
S01_U04.CH4.wav,3995.04,3995.2799375,foreground
S01_U04.CH4.wav,3995.12,3996.2399375,background
S01_U04.CH4.wav,3996.08,3996.2799375,foreground
S01_U04.CH4.wav,3996.12,3997.9199375,background
S01_U04.CH4.wav,3997.76,3997.9599375,foreground
S01_U04.CH4.wav,3997.8,3998.0799375,background
S01_U04.CH4.wav,3997.92,3998.1199375,foreground
S01_U04.CH4.wav,3997.96,4004.0399375,background
S01_U04.CH4.wav,4003.88,4004.0799375,foreground
S01_U04.CH4.wav,4003.92,4005.4399375,background
S01_U04.CH4.wav,4005.28,4005.5199375,foreground
S01_U04.CH4.wav,4005.36,4009.4399375,background
S01_U04.CH4.wav,4009.28,4009.5199375,foreground
S01_U04.CH4.wav,4009.36,4009.6399375,background
S01_U04.CH4.wav,4009.48,4009.7199375,foreground
S01_U04.CH4.wav,4009.56,4013.8399375,background
S01_U04.CH4.wav,4013.68,4013.9999375,foreground
S01_U04.CH4.wav,4013.84,4017.7599375,background
S01_U04.CH4.wav,4017.6,4017.7999375,foreground
S01_U04.CH4.wav,4017.64,4025.5999375,background
S01_U04.CH4.wav,4025.44,4025.9199375,foreground
S01_U04.CH4.wav,4025.76,4028.1199375,background
S01_U04.CH4.wav,4027.96,4028.1999375,foreground
S01_U04.CH4.wav,4028.04,4028.3999375,background
S01_U04.CH4.wav,4028.24,4028.5199375,foreground
S01_U04.CH4.wav,4028.36,4032.1599375,background
S01_U04.CH4.wav,4032,4032.2399375,foreground
S01_U04.CH4.wav,4032.08,4035.6399375,background
S01_U04.CH4.wav,4035.48,4035.8799375,foreground
S01_U04.CH4.wav,4035.72,4045.9599375,background
S01_U04.CH4.wav,4045.8,4045.9999375,foreground
S01_U04.CH4.wav,4045.84,4049.3999375,background
S01_U04.CH4.wav,4049.24,4049.4799375,foreground
S01_U04.CH4.wav,4049.32,4049.5999375,background
S01_U04.CH4.wav,4049.44,4049.7599375,foreground
S01_U04.CH4.wav,4049.6,4050.6399375,background
S01_U04.CH4.wav,4050.48,4050.7199375,foreground
S01_U04.CH4.wav,4050.56,4051.5999375,background
S01_U04.CH4.wav,4051.44,4051.7999375,foreground
S01_U04.CH4.wav,4051.64,4052.1599375,background
S01_U04.CH4.wav,4052,4052.4799375,foreground
S01_U04.CH4.wav,4052.32,4054.4399375,background
S01_U04.CH4.wav,4054.28,4054.5599375,foreground
S01_U04.CH4.wav,4054.4,4059.2799375,background
S01_U04.CH4.wav,4059.12,4059.4399375,foreground
S01_U04.CH4.wav,4059.28,4061.7199375,background
S01_U04.CH4.wav,4061.56,4061.7599375,foreground
S01_U04.CH4.wav,4061.6,4062.5199375,background
S01_U04.CH4.wav,4062.36,4062.8799375,foreground
S01_U04.CH4.wav,4062.72,4062.9999375,background
S01_U04.CH4.wav,4062.84,4063.0799375,foreground
S01_U04.CH4.wav,4062.92,4063.7999375,background
S01_U04.CH4.wav,4063.64,4063.9599375,foreground
S01_U04.CH4.wav,4063.8,4065.4399375,background
S01_U04.CH4.wav,4065.28,4065.5599375,foreground
S01_U04.CH4.wav,4065.4,4067.6399375,background
S01_U04.CH4.wav,4067.48,4067.8399375,foreground
S01_U04.CH4.wav,4067.68,4070.0799375,background
S01_U04.CH4.wav,4069.92,4070.1999375,foreground
S01_U04.CH4.wav,4070.04,4071.6799375,background
S01_U04.CH4.wav,4071.52,4071.7999375,foreground
S01_U04.CH4.wav,4071.64,4074.4799375,background
S01_U04.CH4.wav,4074.32,4074.5999375,foreground
S01_U04.CH4.wav,4074.44,4075.7199375,background
S01_U04.CH4.wav,4075.56,4075.7599375,foreground
S01_U04.CH4.wav,4075.6,4077.5199375,background
S01_U04.CH4.wav,4077.36,4077.5599375,foreground
S01_U04.CH4.wav,4077.4,4081.1599375,background
S01_U04.CH4.wav,4081,4081.4399375,foreground
S01_U04.CH4.wav,4081.28,4083.7599375,background
