Audiofile,start,end,class
S01_U04.CH4.wav,1195.76,1198.2799375,background
S01_U04.CH4.wav,1198.12,1198.4799375,foreground
S01_U04.CH4.wav,1198.32,1198.5199375,background
S01_U04.CH4.wav,1198.36,1198.5599375,foreground
S01_U04.CH4.wav,1198.4,1198.5999375,background
S01_U04.CH4.wav,1198.44,1198.7199375,foreground
S01_U04.CH4.wav,1198.56,1199.6799375,background
S01_U04.CH4.wav,1199.52,1199.7599375,foreground
S01_U04.CH4.wav,1199.6,1200.2399375,background
S01_U04.CH4.wav,1200.08,1200.2799375,foreground
S01_U04.CH4.wav,1200.12,1200.5599375,background
S01_U04.CH4.wav,1200.4,1200.7199375,foreground
S01_U04.CH4.wav,1200.56,1202.1599375,background
S01_U04.CH4.wav,1202,1202.3199375,foreground
S01_U04.CH4.wav,1202.16,1207.4399375,background
S01_U04.CH4.wav,1207.28,1207.4799375,foreground
S01_U04.CH4.wav,1207.32,1207.8799375,background
S01_U04.CH4.wav,1207.72,1207.9999375,foreground
S01_U04.CH4.wav,1207.84,1208.6399375,background
S01_U04.CH4.wav,1208.48,1208.6799375,foreground
S01_U04.CH4.wav,1208.52,1208.7199375,background
S01_U04.CH4.wav,1208.56,1208.8799375,foreground
S01_U04.CH4.wav,1208.72,1212.4399375,background
S01_U04.CH4.wav,1212.28,1212.5199375,foreground
S01_U04.CH4.wav,1212.36,1215.5599375,background
S01_U04.CH4.wav,1215.4,1215.7199375,foreground
S01_U04.CH4.wav,1215.56,1216.5999375,background
S01_U04.CH4.wav,1216.44,1216.6799375,foreground
S01_U04.CH4.wav,1216.52,1227.9199375,background
S01_U04.CH4.wav,1227.76,1228.2399375,foreground
S01_U04.CH4.wav,1228.08,1228.7599375,background
S01_U04.CH4.wav,1228.6,1228.7999375,foreground
S01_U04.CH4.wav,1228.64,1230.1599375,background
S01_U04.CH4.wav,1230,1230.2399375,foreground
S01_U04.CH4.wav,1230.08,1230.2799375,background
S01_U04.CH4.wav,1230.12,1230.3199375,foreground
S01_U04.CH4.wav,1230.16,1230.7999375,background
S01_U04.CH4.wav,1230.64,1230.9999375,foreground
S01_U04.CH4.wav,1230.84,1231.0799375,background
S01_U04.CH4.wav,1230.92,1231.1199375,foreground
S01_U04.CH4.wav,1230.96,1231.1599375,background
S01_U04.CH4.wav,1231,1231.1999375,foreground
S01_U04.CH4.wav,1231.04,1232.2399375,background
S01_U04.CH4.wav,1232.08,1232.4399375,foreground
S01_U04.CH4.wav,1232.28,1233.0399375,background
S01_U04.CH4.wav,1232.88,1233.1199375,foreground
S01_U04.CH4.wav,1232.96,1233.3199375,background
S01_U04.CH4.wav,1233.16,1233.5199375,foreground
S01_U04.CH4.wav,1233.36,1234.4399375,background
S01_U04.CH4.wav,1234.28,1234.6399375,foreground
S01_U04.CH4.wav,1234.48,1235.8799375,background
S01_U04.CH4.wav,1235.72,1235.9599375,foreground
S01_U04.CH4.wav,1235.8,1236.8799375,background
S01_U04.CH4.wav,1236.72,1237.1599375,foreground
S01_U04.CH4.wav,1237,1238.1999375,background
S01_U04.CH4.wav,1238.04,1238.3599375,foreground
S01_U04.CH4.wav,1238.2,1240.2799375,background
S01_U04.CH4.wav,1240.12,1240.5599375,foreground
S01_U04.CH4.wav,1240.4,1240.6799375,background
S01_U04.CH4.wav,1240.52,1240.7199375,foreground
S01_U04.CH4.wav,1240.56,1240.9199375,background
S01_U04.CH4.wav,1240.76,1241.1199375,foreground
S01_U04.CH4.wav,1240.96,1241.7599375,background
S01_U04.CH4.wav,1241.6,1241.8399375,foreground
S01_U04.CH4.wav,1241.68,1242.8799375,background
S01_U04.CH4.wav,1242.72,1243.5599375,foreground
S01_U04.CH4.wav,1243.4,1243.7999375,background
S01_U04.CH4.wav,1243.64,1243.8399375,foreground
S01_U04.CH4.wav,1243.68,1243.8799375,background
S01_U04.CH4.wav,1243.72,1243.9199375,foreground
S01_U04.CH4.wav,1243.76,1243.9599375,background
S01_U04.CH4.wav,1243.8,1244.0799375,foreground
S01_U04.CH4.wav,1243.92,1245.7199375,background
S01_U04.CH4.wav,1245.56,1245.8799375,foreground
S01_U04.CH4.wav,1245.72,1247.7599375,background
S01_U04.CH4.wav,1247.6,1247.8399375,foreground
S01_U04.CH4.wav,1247.68,1247.8799375,background
S01_U04.CH4.wav,1247.72,1248.1599375,foreground
S01_U04.CH4.wav,1248,1259.3999375,background
S01_U04.CH4.wav,1259.24,1259.4399375,foreground
S01_U04.CH4.wav,1259.28,1262.3199375,background
S01_U04.CH4.wav,1262.16,1262.3599375,foreground
S01_U04.CH4.wav,1262.2,1262.3999375,background
S01_U04.CH4.wav,1262.24,1262.4799375,foreground
S01_U04.CH4.wav,1262.32,1262.5199375,background
S01_U04.CH4.wav,1262.36,1262.6399375,foreground
S01_U04.CH4.wav,1262.48,1264.1199375,background
S01_U04.CH4.wav,1263.96,1264.1599375,foreground
S01_U04.CH4.wav,1264,1272.5199375,background
S01_U04.CH4.wav,1272.36,1272.5599375,foreground
S01_U04.CH4.wav,1272.4,1282.6399375,background
S01_U04.CH4.wav,1282.48,1282.7599375,foreground
S01_U04.CH4.wav,1282.6,1287.5999375,background
S01_U04.CH4.wav,1287.44,1287.6399375,foreground
S01_U04.CH4.wav,1287.48,1287.9199375,background
S01_U04.CH4.wav,1287.76,1288.0399375,foreground
S01_U04.CH4.wav,1287.88,1290.9199375,background
S01_U04.CH4.wav,1290.76,1291.0399375,foreground
S01_U04.CH4.wav,1290.88,1291.4399375,background
S01_U04.CH4.wav,1291.28,1291.5199375,foreground
S01_U04.CH4.wav,1291.36,1292.8399375,background
S01_U04.CH4.wav,1292.68,1292.9999375,foreground
S01_U04.CH4.wav,1292.84,1293.0799375,background
S01_U04.CH4.wav,1292.92,1293.1999375,foreground
S01_U04.CH4.wav,1293.04,1293.8399375,background
S01_U04.CH4.wav,1293.68,1293.9199375,foreground
S01_U04.CH4.wav,1293.76,1295.5599375,background
S01_U04.CH4.wav,1295.4,1295.8399375,foreground
S01_U04.CH4.wav,1295.68,1321.4799375,background
S01_U04.CH4.wav,1321.32,1321.6399375,foreground
S01_U04.CH4.wav,1321.48,1321.9599375,background
S01_U04.CH4.wav,1321.8,1321.9999375,foreground
S01_U04.CH4.wav,1321.84,1324.9999375,background
S01_U04.CH4.wav,1324.84,1325.1599375,foreground
S01_U04.CH4.wav,1325,1326.4399375,background
S01_U04.CH4.wav,1326.28,1327.0399375,foreground
S01_U04.CH4.wav,1326.88,1327.1999375,background
S01_U04.CH4.wav,1327.04,1327.4399375,foreground
S01_U04.CH4.wav,1327.28,1327.5999375,background
S01_U04.CH4.wav,1327.44,1327.9199375,foreground
S01_U04.CH4.wav,1327.76,1328.7599375,background
S01_U04.CH4.wav,1328.6,1328.9199375,foreground
S01_U04.CH4.wav,1328.76,1333.0399375,background
S01_U04.CH4.wav,1332.88,1333.1199375,foreground
S01_U04.CH4.wav,1332.96,1334.1599375,background
S01_U04.CH4.wav,1334,1334.2399375,foreground
S01_U04.CH4.wav,1334.08,1334.3199375,background
S01_U04.CH4.wav,1334.16,1334.4799375,foreground
S01_U04.CH4.wav,1334.32,1335.7599375,background
S01_U04.CH4.wav,1335.6,1336.0399375,foreground
S01_U04.CH4.wav,1335.88,1337.3999375,background
S01_U04.CH4.wav,1337.24,1337.6399375,foreground
S01_U04.CH4.wav,1337.48,1338.1199375,background
S01_U04.CH4.wav,1337.96,1338.1599375,foreground
S01_U04.CH4.wav,1338,1338.6799375,background
S01_U04.CH4.wav,1338.52,1338.7599375,foreground
S01_U04.CH4.wav,1338.6,1350.7599375,background
S01_U04.CH4.wav,1350.6,1351.4399375,foreground
S01_U04.CH4.wav,1351.28,1351.9599375,background
S01_U04.CH4.wav,1351.8,1352.0399375,foreground
S01_U04.CH4.wav,1351.88,1352.2399375,background
S01_U04.CH4.wav,1352.08,1352.3199375,foreground
S01_U04.CH4.wav,1352.16,1352.7199375,background
S01_U04.CH4.wav,1352.56,1352.7999375,foreground
S01_U04.CH4.wav,1352.64,1353.0799375,background
S01_U04.CH4.wav,1352.92,1353.1999375,foreground
S01_U04.CH4.wav,1353.04,1353.4799375,background
S01_U04.CH4.wav,1353.32,1353.6799375,foreground
S01_U04.CH4.wav,1353.52,1354.5199375,background
S01_U04.CH4.wav,1354.36,1354.6799375,foreground
S01_U04.CH4.wav,1354.52,1354.7599375,background
S01_U04.CH4.wav,1354.6,1355.4399375,foreground
S01_U04.CH4.wav,1355.28,1356.5199375,background
S01_U04.CH4.wav,1356.36,1356.5999375,foreground
S01_U04.CH4.wav,1356.44,1360.3599375,background
S01_U04.CH4.wav,1360.2,1360.3999375,foreground
S01_U04.CH4.wav,1360.24,1360.7599375,background
S01_U04.CH4.wav,1360.6,1361.1599375,foreground
S01_U04.CH4.wav,1361,1362.1999375,background
S01_U04.CH4.wav,1362.04,1362.3599375,foreground
S01_U04.CH4.wav,1362.2,1362.7999375,background
S01_U04.CH4.wav,1362.64,1363.0399375,foreground
S01_U04.CH4.wav,1362.88,1363.1599375,background
S01_U04.CH4.wav,1363,1363.5199375,foreground
S01_U04.CH4.wav,1363.36,1365.7999375,background
S01_U04.CH4.wav,1365.64,1365.9199375,foreground
S01_U04.CH4.wav,1365.76,1366.3999375,background
S01_U04.CH4.wav,1366.24,1366.4399375,foreground
S01_U04.CH4.wav,1366.28,1368.8799375,background
S01_U04.CH4.wav,1368.72,1369.0799375,foreground
S01_U04.CH4.wav,1368.92,1369.8799375,background
S01_U04.CH4.wav,1369.72,1369.9999375,foreground
S01_U04.CH4.wav,1369.84,1378.9599375,background
S01_U04.CH4.wav,1378.8,1379.2399375,foreground
S01_U04.CH4.wav,1379.08,1379.6399375,background
S01_U04.CH4.wav,1379.48,1379.6799375,foreground
S01_U04.CH4.wav,1379.52,1379.7599375,background
S01_U04.CH4.wav,1379.6,1380.1999375,foreground
S01_U04.CH4.wav,1380.04,1380.7999375,background
S01_U04.CH4.wav,1380.64,1381.0399375,foreground
S01_U04.CH4.wav,1380.88,1381.7999375,background
S01_U04.CH4.wav,1381.64,1381.8399375,foreground
S01_U04.CH4.wav,1381.68,1382.4399375,background
S01_U04.CH4.wav,1382.28,1382.4799375,foreground
S01_U04.CH4.wav,1382.32,1382.5999375,background
S01_U04.CH4.wav,1382.44,1382.6399375,foreground
S01_U04.CH4.wav,1382.48,1384.0799375,background
S01_U04.CH4.wav,1383.92,1384.4399375,foreground
S01_U04.CH4.wav,1384.28,1384.4799375,background
S01_U04.CH4.wav,1384.32,1384.6799375,foreground
S01_U04.CH4.wav,1384.52,1384.8799375,background
S01_U04.CH4.wav,1384.72,1384.9999375,foreground
S01_U04.CH4.wav,1384.84,1385.0399375,background
S01_U04.CH4.wav,1384.88,1385.1999375,foreground
S01_U04.CH4.wav,1385.04,1385.5599375,background
S01_U04.CH4.wav,1385.4,1385.6799375,foreground
S01_U04.CH4.wav,1385.52,1387.1999375,background
S01_U04.CH4.wav,1387.04,1387.5599375,foreground
S01_U04.CH4.wav,1387.4,1388.0799375,background
S01_U04.CH4.wav,1387.92,1388.3199375,foreground
S01_U04.CH4.wav,1388.16,1388.5999375,background
S01_U04.CH4.wav,1388.44,1388.8799375,foreground
S01_U04.CH4.wav,1388.72,1389.0399375,background
S01_U04.CH4.wav,1388.88,1389.1599375,foreground
S01_U04.CH4.wav,1389,1389.2799375,background
S01_U04.CH4.wav,1389.12,1389.3999375,foreground
S01_U04.CH4.wav,1389.24,1390.6399375,background
S01_U04.CH4.wav,1390.48,1390.7199375,foreground
S01_U04.CH4.wav,1390.56,1390.9199375,background
S01_U04.CH4.wav,1390.76,1390.9599375,foreground
S01_U04.CH4.wav,1390.8,1391.0399375,background
S01_U04.CH4.wav,1390.88,1391.1199375,foreground
S01_U04.CH4.wav,1390.96,1391.8399375,background
S01_U04.CH4.wav,1391.68,1391.8799375,foreground
S01_U04.CH4.wav,1391.72,1392.1199375,background
S01_U04.CH4.wav,1391.96,1392.2399375,foreground
S01_U04.CH4.wav,1392.08,1392.3199375,background
S01_U04.CH4.wav,1392.16,1392.3599375,foreground
S01_U04.CH4.wav,1392.2,1392.3999375,background
S01_U04.CH4.wav,1392.24,1392.4799375,foreground
S01_U04.CH4.wav,1392.32,1392.9999375,background
S01_U04.CH4.wav,1392.84,1393.2399375,foreground
S01_U04.CH4.wav,1393.08,1395.1999375,background
S01_U04.CH4.wav,1395.04,1395.2399375,foreground
S01_U04.CH4.wav,1395.08,1399.5599375,background
S01_U04.CH4.wav,1399.4,1399.7199375,foreground
S01_U04.CH4.wav,1399.56,1399.7599375,background
S01_U04.CH4.wav,1399.6,1399.8399375,foreground
S01_U04.CH4.wav,1399.68,1400.6399375,background
S01_U04.CH4.wav,1400.48,1400.7599375,foreground
S01_U04.CH4.wav,1400.6,1401.7999375,background
S01_U04.CH4.wav,1401.64,1401.9599375,foreground
S01_U04.CH4.wav,1401.8,1402.8799375,background
S01_U04.CH4.wav,1402.72,1402.9199375,foreground
S01_U04.CH4.wav,1402.76,1405.4399375,background
S01_U04.CH4.wav,1405.28,1405.5199375,foreground
S01_U04.CH4.wav,1405.36,1405.5599375,background
S01_U04.CH4.wav,1405.4,1405.9199375,foreground
S01_U04.CH4.wav,1405.76,1406.7599375,background
S01_U04.CH4.wav,1406.6,1406.7999375,foreground
S01_U04.CH4.wav,1406.64,1407.9199375,background
S01_U04.CH4.wav,1407.76,1408.1599375,foreground
S01_U04.CH4.wav,1408,1408.6399375,background
S01_U04.CH4.wav,1408.48,1408.8399375,foreground
S01_U04.CH4.wav,1408.68,1417.1599375,background
S01_U04.CH4.wav,1417,1417.1999375,foreground
S01_U04.CH4.wav,1417.04,1417.8799375,background
S01_U04.CH4.wav,1417.72,1418.3599375,foreground
S01_U04.CH4.wav,1418.2,1418.7999375,background
S01_U04.CH4.wav,1418.64,1419.0399375,foreground
S01_U04.CH4.wav,1418.88,1419.1999375,background
S01_U04.CH4.wav,1419.04,1419.5199375,foreground
S01_U04.CH4.wav,1419.36,1423.1199375,background
S01_U04.CH4.wav,1422.96,1423.1599375,foreground
S01_U04.CH4.wav,1423,1423.1999375,background
S01_U04.CH4.wav,1423.04,1423.2399375,foreground
S01_U04.CH4.wav,1423.08,1429.7599375,background
S01_U04.CH4.wav,1429.6,1429.7999375,foreground
S01_U04.CH4.wav,1429.64,1429.9999375,background
S01_U04.CH4.wav,1429.84,1430.1999375,foreground
S01_U04.CH4.wav,1430.04,1431.5999375,background
S01_U04.CH4.wav,1431.44,1431.9199375,foreground
S01_U04.CH4.wav,1431.76,1431.9599375,background
S01_U04.CH4.wav,1431.8,1431.9999375,foreground
S01_U04.CH4.wav,1431.84,1432.6799375,background
S01_U04.CH4.wav,1432.52,1432.8399375,foreground
S01_U04.CH4.wav,1432.68,1432.9199375,background
S01_U04.CH4.wav,1432.76,1433.1599375,foreground
S01_U04.CH4.wav,1433,1433.3199375,background
S01_U04.CH4.wav,1433.16,1433.5199375,foreground
S01_U04.CH4.wav,1433.36,1433.7199375,background
S01_U04.CH4.wav,1433.56,1433.7999375,foreground
S01_U04.CH4.wav,1433.64,1433.8399375,background
S01_U04.CH4.wav,1433.68,1433.8799375,foreground
S01_U04.CH4.wav,1433.72,1433.9199375,background
S01_U04.CH4.wav,1433.76,1434.1599375,foreground
S01_U04.CH4.wav,1434,1434.5599375,background
S01_U04.CH4.wav,1434.4,1434.6399375,foreground
S01_U04.CH4.wav,1434.48,1436.0399375,background
S01_U04.CH4.wav,1435.88,1436.1199375,foreground
S01_U04.CH4.wav,1435.96,1436.1599375,background
S01_U04.CH4.wav,1436,1436.3199375,foreground
S01_U04.CH4.wav,1436.16,1436.6799375,background
S01_U04.CH4.wav,1436.52,1436.7199375,foreground
S01_U04.CH4.wav,1436.56,1436.8399375,background
S01_U04.CH4.wav,1436.68,1436.8799375,foreground
S01_U04.CH4.wav,1436.72,1436.9199375,background
S01_U04.CH4.wav,1436.76,1436.9999375,foreground
S01_U04.CH4.wav,1436.84,1437.1199375,background
S01_U04.CH4.wav,1436.96,1437.5999375,foreground
S01_U04.CH4.wav,1437.44,1437.9599375,background
S01_U04.CH4.wav,1437.8,1437.9999375,foreground
S01_U04.CH4.wav,1437.84,1438.8399375,background
S01_U04.CH4.wav,1438.68,1439.1999375,foreground
S01_U04.CH4.wav,1439.04,1439.4399375,background
S01_U04.CH4.wav,1439.28,1439.4799375,foreground
S01_U04.CH4.wav,1439.32,1440.2799375,background
S01_U04.CH4.wav,1440.12,1440.3199375,foreground
S01_U04.CH4.wav,1440.16,1440.5999375,background
S01_U04.CH4.wav,1440.44,1440.8399375,foreground
S01_U04.CH4.wav,1440.68,1442.7599375,background
S01_U04.CH4.wav,1442.6,1442.8799375,foreground
S01_U04.CH4.wav,1442.72,1442.9199375,background
S01_U04.CH4.wav,1442.76,1443.2399375,foreground
S01_U04.CH4.wav,1443.08,1462.1199375,background
S01_U04.CH4.wav,1461.96,1462.1999375,foreground
S01_U04.CH4.wav,1462.04,1462.2399375,background
S01_U04.CH4.wav,1462.08,1462.2799375,foreground
S01_U04.CH4.wav,1462.12,1463.5999375,background
S01_U04.CH4.wav,1463.44,1463.6399375,foreground
S01_U04.CH4.wav,1463.48,1464.1999375,background
S01_U04.CH4.wav,1464.04,1464.2399375,foreground
S01_U04.CH4.wav,1464.08,1464.3199375,background
S01_U04.CH4.wav,1464.16,1464.3599375,foreground
S01_U04.CH4.wav,1464.2,1465.1599375,background
S01_U04.CH4.wav,1465,1465.7199375,foreground
S01_U04.CH4.wav,1465.56,1475.9599375,background
S01_U04.CH4.wav,1475.8,1475.9999375,foreground
S01_U04.CH4.wav,1475.84,1476.7599375,background
S01_U04.CH4.wav,1476.6,1476.8399375,foreground
S01_U04.CH4.wav,1476.68,1476.9999375,background
S01_U04.CH4.wav,1476.84,1477.0399375,foreground
S01_U04.CH4.wav,1476.88,1478.5599375,background
S01_U04.CH4.wav,1478.4,1478.6399375,foreground
S01_U04.CH4.wav,1478.48,1479.5599375,background
S01_U04.CH4.wav,1479.4,1479.6799375,foreground
S01_U04.CH4.wav,1479.52,1479.9999375,background
S01_U04.CH4.wav,1479.84,1480.0399375,foreground
S01_U04.CH4.wav,1479.88,1480.5199375,background
S01_U04.CH4.wav,1480.36,1480.6399375,foreground
S01_U04.CH4.wav,1480.48,1494.0799375,background
S01_U04.CH4.wav,1493.92,1494.2799375,foreground
S01_U04.CH4.wav,1494.12,1494.3999375,background
S01_U04.CH4.wav,1494.24,1494.5199375,foreground
S01_U04.CH4.wav,1494.36,1494.6799375,background
S01_U04.CH4.wav,1494.52,1494.7599375,foreground
S01_U04.CH4.wav,1494.6,1495.1599375,background
S01_U04.CH4.wav,1495,1495.3599375,foreground
S01_U04.CH4.wav,1495.2,1495.7599375,background
S01_U04.CH4.wav,1495.6,1495.9599375,foreground
S01_U04.CH4.wav,1495.8,1496.1599375,background
S01_U04.CH4.wav,1496,1496.1999375,foreground
S01_U04.CH4.wav,1496.04,1496.5999375,background
S01_U04.CH4.wav,1496.44,1496.9599375,foreground
S01_U04.CH4.wav,1496.8,1497.7199375,background
S01_U04.CH4.wav,1497.56,1497.8399375,foreground
S01_U04.CH4.wav,1497.68,1497.9199375,background
S01_U04.CH4.wav,1497.76,1497.9599375,foreground
S01_U04.CH4.wav,1497.8,1498.0799375,background
S01_U04.CH4.wav,1497.92,1498.2399375,foreground
S01_U04.CH4.wav,1498.08,1498.3199375,background
S01_U04.CH4.wav,1498.16,1498.7599375,foreground
S01_U04.CH4.wav,1498.6,1499.1999375,background
S01_U04.CH4.wav,1499.04,1499.2399375,foreground
S01_U04.CH4.wav,1499.08,1500.9999375,background
S01_U04.CH4.wav,1500.84,1501.2399375,foreground
S01_U04.CH4.wav,1501.08,1501.5199375,background
S01_U04.CH4.wav,1501.36,1501.8799375,foreground
S01_U04.CH4.wav,1501.72,1501.9999375,background
S01_U04.CH4.wav,1501.84,1502.1999375,foreground
S01_U04.CH4.wav,1502.04,1502.7999375,background
S01_U04.CH4.wav,1502.64,1502.8399375,foreground
S01_U04.CH4.wav,1502.68,1503.8399375,background
S01_U04.CH4.wav,1503.68,1504.0799375,foreground
S01_U04.CH4.wav,1503.92,1505.1599375,background
S01_U04.CH4.wav,1505,1505.2399375,foreground
S01_U04.CH4.wav,1505.08,1505.3999375,background
S01_U04.CH4.wav,1505.24,1505.6799375,foreground
S01_U04.CH4.wav,1505.52,1505.8799375,background
S01_U04.CH4.wav,1505.72,1505.9199375,foreground
S01_U04.CH4.wav,1505.76,1507.3599375,background
S01_U04.CH4.wav,1507.2,1507.4799375,foreground
S01_U04.CH4.wav,1507.32,1508.4799375,background
S01_U04.CH4.wav,1508.32,1508.7199375,foreground
S01_U04.CH4.wav,1508.56,1508.7999375,background
S01_U04.CH4.wav,1508.64,1508.8399375,foreground
S01_U04.CH4.wav,1508.68,1509.0399375,background
S01_U04.CH4.wav,1508.88,1509.0799375,foreground
S01_U04.CH4.wav,1508.92,1509.1599375,background
S01_U04.CH4.wav,1509,1509.3599375,foreground
S01_U04.CH4.wav,1509.2,1510.3999375,background
S01_U04.CH4.wav,1510.24,1510.4399375,foreground
S01_U04.CH4.wav,1510.28,1517.3599375,background
S01_U04.CH4.wav,1517.2,1517.3999375,foreground
S01_U04.CH4.wav,1517.24,1520.3999375,background
S01_U04.CH4.wav,1520.24,1520.7199375,foreground
S01_U04.CH4.wav,1520.56,1521.0399375,background
S01_U04.CH4.wav,1520.88,1521.0799375,foreground
S01_U04.CH4.wav,1520.92,1528.3199375,background
S01_U04.CH4.wav,1528.16,1528.3599375,foreground
S01_U04.CH4.wav,1528.2,1528.7599375,background
S01_U04.CH4.wav,1528.6,1528.7999375,foreground
S01_U04.CH4.wav,1528.64,1533.4799375,background
S01_U04.CH4.wav,1533.32,1533.6399375,foreground
S01_U04.CH4.wav,1533.48,1533.9599375,background
S01_U04.CH4.wav,1533.8,1534.1199375,foreground
S01_U04.CH4.wav,1533.96,1535.6799375,background
S01_U04.CH4.wav,1535.52,1535.7999375,foreground
S01_U04.CH4.wav,1535.64,1535.8799375,background
S01_U04.CH4.wav,1535.72,1535.9199375,foreground
S01_U04.CH4.wav,1535.76,1535.9999375,background
S01_U04.CH4.wav,1535.84,1536.0399375,foreground
S01_U04.CH4.wav,1535.88,1536.3199375,background
S01_U04.CH4.wav,1536.16,1536.4799375,foreground
S01_U04.CH4.wav,1536.32,1539.6799375,background
S01_U04.CH4.wav,1539.52,1539.7199375,foreground
S01_U04.CH4.wav,1539.56,1540.2799375,background
S01_U04.CH4.wav,1540.12,1540.3599375,foreground
S01_U04.CH4.wav,1540.2,1540.4399375,background
S01_U04.CH4.wav,1540.28,1540.6799375,foreground
S01_U04.CH4.wav,1540.52,1540.9199375,background
S01_U04.CH4.wav,1540.76,1540.9599375,foreground
S01_U04.CH4.wav,1540.8,1541.0399375,background
S01_U04.CH4.wav,1540.88,1541.0799375,foreground
S01_U04.CH4.wav,1540.92,1543.4399375,background
S01_U04.CH4.wav,1543.28,1543.4799375,foreground
S01_U04.CH4.wav,1543.32,1544.6399375,background
S01_U04.CH4.wav,1544.48,1544.6799375,foreground
S01_U04.CH4.wav,1544.52,1546.1199375,background
S01_U04.CH4.wav,1545.96,1546.1599375,foreground
S01_U04.CH4.wav,1546,1547.9599375,background
S01_U04.CH4.wav,1547.8,1547.9999375,foreground
S01_U04.CH4.wav,1547.84,1556.6799375,background
S01_U04.CH4.wav,1556.52,1556.9199375,foreground
S01_U04.CH4.wav,1556.76,1557.5599375,background
S01_U04.CH4.wav,1557.4,1557.6399375,foreground
S01_U04.CH4.wav,1557.48,1563.0799375,background
S01_U04.CH4.wav,1562.92,1563.3199375,foreground
S01_U04.CH4.wav,1563.16,1569.0799375,background
S01_U04.CH4.wav,1568.92,1569.1599375,foreground
S01_U04.CH4.wav,1569,1571.1599375,background
S01_U04.CH4.wav,1571,1571.2399375,foreground
S01_U04.CH4.wav,1571.08,1572.6799375,background
S01_U04.CH4.wav,1572.52,1572.9199375,foreground
S01_U04.CH4.wav,1572.76,1574.8799375,background
S01_U04.CH4.wav,1574.72,1574.9199375,foreground
S01_U04.CH4.wav,1574.76,1575.5199375,background
S01_U04.CH4.wav,1575.36,1575.8399375,foreground
S01_U04.CH4.wav,1575.68,1576.4799375,background
S01_U04.CH4.wav,1576.32,1576.5199375,foreground
S01_U04.CH4.wav,1576.36,1578.1599375,background
S01_U04.CH4.wav,1578,1578.2399375,foreground
S01_U04.CH4.wav,1578.08,1579.2399375,background
S01_U04.CH4.wav,1579.08,1579.4399375,foreground
S01_U04.CH4.wav,1579.28,1579.7999375,background
S01_U04.CH4.wav,1579.64,1579.8399375,foreground
S01_U04.CH4.wav,1579.68,1580.7999375,background
S01_U04.CH4.wav,1580.64,1580.9599375,foreground
S01_U04.CH4.wav,1580.8,1581.1199375,background
S01_U04.CH4.wav,1580.96,1581.1999375,foreground
S01_U04.CH4.wav,1581.04,1584.3599375,background
S01_U04.CH4.wav,1584.2,1584.4799375,foreground
S01_U04.CH4.wav,1584.32,1584.5199375,background
S01_U04.CH4.wav,1584.36,1584.5999375,foreground
S01_U04.CH4.wav,1584.44,1584.8799375,background
S01_U04.CH4.wav,1584.72,1585.3999375,foreground
S01_U04.CH4.wav,1585.24,1585.4799375,background
S01_U04.CH4.wav,1585.32,1585.7599375,foreground
S01_U04.CH4.wav,1585.6,1585.9199375,background
S01_U04.CH4.wav,1585.76,1585.9599375,foreground
S01_U04.CH4.wav,1585.8,1587.3599375,background
S01_U04.CH4.wav,1587.2,1587.5999375,foreground
S01_U04.CH4.wav,1587.44,1588.5599375,background
S01_U04.CH4.wav,1588.4,1588.5999375,foreground
S01_U04.CH4.wav,1588.44,1589.4799375,background
S01_U04.CH4.wav,1589.32,1589.5599375,foreground
S01_U04.CH4.wav,1589.4,1589.8399375,background
S01_U04.CH4.wav,1589.68,1589.9199375,foreground
S01_U04.CH4.wav,1589.76,1591.3999375,background
S01_U04.CH4.wav,1591.24,1591.4399375,foreground
S01_U04.CH4.wav,1591.28,1592.5599375,background
S01_U04.CH4.wav,1592.4,1592.6799375,foreground
S01_U04.CH4.wav,1592.52,1593.3199375,background
S01_U04.CH4.wav,1593.16,1593.4799375,foreground
S01_U04.CH4.wav,1593.32,1594.3999375,background
S01_U04.CH4.wav,1594.24,1594.5599375,foreground
S01_U04.CH4.wav,1594.4,1595.3199375,background
S01_U04.CH4.wav,1595.16,1595.4399375,foreground
S01_U04.CH4.wav,1595.28,1597.3999375,background
S01_U04.CH4.wav,1597.24,1597.5999375,foreground
S01_U04.CH4.wav,1597.44,1612.8799375,background
S01_U04.CH4.wav,1612.72,1612.9999375,foreground
S01_U04.CH4.wav,1612.84,1616.1599375,background
S01_U04.CH4.wav,1616,1616.1999375,foreground
S01_U04.CH4.wav,1616.04,1616.2399375,background
S01_U04.CH4.wav,1616.08,1616.3199375,foreground
S01_U04.CH4.wav,1616.16,1616.8799375,background
S01_U04.CH4.wav,1616.72,1616.9599375,foreground
S01_U04.CH4.wav,1616.8,1616.9999375,background
S01_U04.CH4.wav,1616.84,1617.0799375,foreground
S01_U04.CH4.wav,1616.92,1618.1599375,background
S01_U04.CH4.wav,1618,1618.2799375,foreground
S01_U04.CH4.wav,1618.12,1618.3599375,background
S01_U04.CH4.wav,1618.2,1618.4799375,foreground
S01_U04.CH4.wav,1618.32,1618.8799375,background
S01_U04.CH4.wav,1618.72,1618.9599375,foreground
S01_U04.CH4.wav,1618.8,1626.2799375,background
S01_U04.CH4.wav,1626.12,1626.7599375,foreground
S01_U04.CH4.wav,1626.6,1626.8399375,background
S01_U04.CH4.wav,1626.68,1626.9199375,foreground
S01_U04.CH4.wav,1626.76,1631.1199375,background
